barcode,name,brand,ingredients,allergens,energy_100g,energy_kcal_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,serving_size,category,is_sustainable
5011096008363,Prawn Coctail Crisps,Tayto,"Prawn Cocktail Flavour Potato Crisps with Sugar and Sweetener Ingredients: Potato, Sunflower Oil, Prawn Cocktail Flavour (Flavouring, Sugar, Food Acid (Citric Acid, Malic Acid), Yeast Extract, Maltodextrin, Dextrose, Yeast Powder, Tomato Powder, Potassium Chloride, Onion Powder, Colour (Paprika Extract), Sweetener (Sucralos Anti-oxidant (Rosemary Extract)). May contain traces of wheat, barley, milk and soya. Additional Information Suitable for vegetarians","cereals-containing-gluten, citric-acid, crustaceans, milk, onion, paprika, potato, rosemary, soybeans, sunflower-lecithin, tomato, yeast",2238.0,535.0,34.0,3.8,49.6,2.1,5.0,35g,Food,0
5011096008639,Hot Lips,Tayto,"Maize, Suntiower Oil, Spicy Flavour (Maltodextrin, Natural Flavcurings Salt, Lactose (MILK) Yeast Extract, Tomato Powder, Spice, Acid (Citric Acid), Colour (paprika Extract)) May contain traves of What, barley and soya.","cereals-containing-gluten, citric-acid, corn-maize, milk, paprika, soybeans, tomato, yeast",2042.0,488.0,22.5,2.7,64.8,2.1,5.9,45g,Food,0
5011096009414,Skips Prawn Cocktail Flavour,Tayto,"maize, sunflower oil, potato starch, prawn cocktail flavour (sugar, lactose (milk), acidity regulator (sodium diacetate), salt, dried yeast extract, dried whole milk, potassium chloride, acid (citric acid), dried onion, flavourings (milk), pepper extract, dried tomato, colour (paprika extract)), salt, sugar, colour (paprika extract). for allergens see ingredients in bold. may contain soya, wheat, barley.","bell-pepper, cereals-containing-gluten, citric-acid, corn-maize, crustaceans, milk, onion, paprika, potato, soybeans, sunflower-lecithin, tomato, yeast",2227.0,534.0,33.1,2.7,55.0,2.7,3.3,17g,Food,1
5011096009834,Crinkle Cut Sour Cream & Onion,Tayto,"potato, sugar, skimmed milk pawder, onion powder, flavour enhancer (e621). whey powder (milk), yoghurt powder (milk), butter milk powder, cream powder (milk), dextrose, yeast powder, acid (lactic acid, citric acid), henh acidity regulator (calcium lactate), flavourings (milk). may contain traces of wheat, barley and soya. additional information suitable for vegetarians o mo artificial colours snutritional information bool","cereals-containing-gluten, citric-acid, milk, msg-monosodium-glutamate, onion, potato, soybeans, yeast",2268.0,542.0,34.9,3.2,49.7,3.7,5.6,34g,Food,0
5011096009964,Cheesatees,Tayto,"cheese flavour maize snacks infredients mbe, sunflower oil, cheese flavour (natural favouring (milk), salt, cheese powd (milk) yeast extract, whey powder (mia), acid (citric acid), spices). may contain traces of wheat, barkey and soya. additional information suitable for vegetarians ko artificial colours ko artificial flavours ko added msg baked not fried - duly","cereals-containing-gluten, citric-acid, corn-maize, milk, msg-monosodium-glutamate, soybeans, sunflower-lecithin, yeast",1938.0,463.0,23.4,2.3,55.1,2.8,6.9,17g,Food,0
5011096010168,Banshee Bones,Tayto,"Maize Sunflower Oil, Salt & Vinegar Flavour (Maltodextrin Natural Flavouring, Salt, Acid (Citric Acid), Potassium Chloride, Dextrose, Yeast Extract, Antioxidant (Rosemary Extract). May contain traces of wheat, barley, soya and milk.","cereals-containing-gluten, citric-acid, corn-maize, milk, rosemary, soybeans, sunflower-lecithin, yeast",2100.0,502.0,24.8,2.14,63.6,1.0,5.0,42g,Condiments & Others,1
5011096010670,Meanies,Tayto,"Maize, Sunflower Oil, Pickled Onion Flavour [WHEAT Flour (WHEAT Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Salt, Flavourings, Lactose (MILK), Dried Onion, Potassium Chloride, Acid (Citric Acid), Dried Garlic, Dried Yeast, Yeast Extract, Antioxidant (Rosemary Extract)], WHEAT Flour (WHEAT Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Salt, Dried Autolysed Yeast, Yeast, Dextrose, Raising Agent (Ammonium Bicarbonate). For allergens see ingredients in bold. May contain Soya and Barley.","cereals-containing-gluten, citric-acid, corn-maize, garlic, milk, onion, rosemary, soybeans, sunflower-lecithin, yeast",2129.0,507.0,27.0,3.6,58.8,2.2,6.3,35g,Food,0
5011096010694,Snax Potato Puffs,Tayto,"Potato (Potato Starch, Dried Potato), Vegetable Oil (Sunflower, Rapeseed in varying proportions), Cheese & Onion Flavour [Onion Powder, Yeast Powder, Rice Flour, Salt, Dextrose, Natural Flavourings, Potassium Chloride, Acid (Citric Acid) Antioxidant (Rosemary Extract)], Rice Flour, Salt, Onion Powder, Colour (Paprika Extract), Spices. May contain traces of Wheat, Barley, Soya, Milk.","cereals-containing-gluten, citric-acid, milk, onion, paprika, potato, rice, rosemary, soybeans, sunflower-lecithin, yeast",2237.0,536.0,31.4,2.8,59.1,1.2,3.4,26g,Food,1
5011096010717,Mighty Munch,Tayto,"maize and potato maize, sunflower oil, hot & spicy flavour (sugar whey permeate (milk), lactose (milk), yeast en acidity regulator (sodium diacetate), salt, tomat powder, potassium chloride, onion powder, flavourings (colour (paprika extract)), acids (c acid, malic acid), spice (black pepper), colour (paprika extract), spice extract), potato, salt may contain traces of wheat, barley and soya. additional information suitable for vegetarians no added msg no aital colours or flavours typical","bell-pepper, cereals-containing-gluten, corn-maize, milk, msg-monosodium-glutamate, onion, paprika, potato, soybeans, sunflower-lecithin, yeast",2034.0,486.0,23.5,2.9,61.0,6.3,6.1,31g,Food,0
5011096010724,Waffies,Tayto,"Potato Powder, Vegetable Oil (Sunflower, Rapeseed in varying proportions), Rice Flour, Modified Starch, Bacon Flavour [Rusk (WHEAT Flour, Salt), Salt, Dextrose, Hydrolysed Vegetable Protein (SOYA), Flavour Enhancer (E621), Flavourings (WHEAT, SOYA), Yeast Powder (BARLEY), Yeast Extract, Caramelised Sugar Powder, Colour (Paprika Extract), Smoke Flavouring (WHEAT, SOYA)], Starch, Sugar, Salt, Hydrolysed Vegetable Protein, Emulsifier (Lecithin), Spice. May contain traces of","cereals-containing-gluten, lecithin, msg-monosodium-glutamate, paprika, potato, rice, soybeans, sunflower-lecithin, yeast",2013.0,481.0,24.4,2.1,58.6,4.2,5.0,31g,Food,0
5011096011073,Salt & Vinegar,Tayto,"Potato, Vegetable Oil (Sunflower, Rapeseed in varying proportions), Salt & Vinegar Flavour [Natural Flavourings, Lactose (MILK), Salt, Acid (Citric Acid), Sugar, Potassium Chloride, Yeast Extract]. May contain traces of Wheat, Barley and Soya.","cereals-containing-gluten, citric-acid, milk, potato, soybeans, sunflower-lecithin, yeast",2202.0,528.0,32.0,2.7,53.0,2.3,4.9,37g,Condiments & Others,1
5011096011127,Hunky Dory salt and vinegar,Tayto,"Potato, Vegetable Oil (Sunflower, Rapeseed in varying proportions), Salt & Vinegar Flavour [Natural Flavourings, Salt, Rice Flour, Potassium Chloride, Acid (Citric Acid), Sugar, Yeast Extract, Antioxidant (Rosemary Extract)].","cereals-containing-gluten, citric-acid, potato, rice, rosemary, sunflower-lecithin, yeast",2269.0,545.0,35.4,3.1,50.1,0.6,4.7,37g,Condiments & Others,1
5011096011400,Tayto Rancheros (6 Pack),Tayto,"Potato (Potato Starch, Potato Granules), WHEAT Flour, Vegetable Oil (Sunflower, Rapeseed in varying proportions),Bacon Flavour [Dextrose, Rusk (WHEAT Flour, Calcium, Iron, Niacin, Thiamin, Salt), WHEAT Flour, Lactose (MILK), Salt, Yeast Extract Powder, Yeast Powder, Skimmed MILK Powder, Spice, Colour (Paprika Extract), Flavouring, Smoke Flavouring], Salt,Rapeseed Oil, Colour (Paprika Powder), Emulsifier (E471). May contain Soya and Barley.","cereals-containing-gluten, milk, paprika, potato, soybeans, sunflower-lecithin, yeast",1980.0,475.0,21.5,2.0,63.0,3.5,5.5,20g,Food,0
5011096011486,Skips,Tayto,"Maze Flour, Vegetable Oil (Sunflower, Rapeseed in varying proportions), Starch, Prawn Cocktail Flavour [Lactose (MILK), Sugar, Natural Flavourings, Yeast Extract, Potassium Chloride, Salt, Acid (Citric Acid), Dried Whole MILK Powder, Onion Powder, Black Pepper Extract, Colour (Paprika Extract)], Sugar, Salt. May contain traces of Soya, Wheat, Barley.","bell-pepper, cereals-containing-gluten, citric-acid, crustaceans, milk, onion, paprika, soybeans, sunflower-lecithin, yeast",2189.0,524.0,30.4,2.7,58.9,10.2,3.0,17g,Food,1
5011096011516,O Donnell's crisps,O'Donnells,"Potatoes, Vegetable Oil (Sunflower, Rapeseed in varying proportions), Mature Cheese & Red Onion Flavour [Onion Powder, Sugar, Cheese Powder (MILK), Salt, Yeast Powder, Butter MILK Powder, Yeast Extract, Natural Flavourings, Irish Cheddar Cheese Powder (MILK), Colour (Paprika Extract)].","milk, onion, paprika, sunflower-lecithin, yeast",2145.0,514.0,30.3,2.9,50.2,2.0,7.5,47.5g,Food,0
5011096011530,o donnells crisps cheese & onion,O'Donnells,"Ingredien Potatoes, Vegetable Oil (Sunf varying proportions), Ballymaloe Relish & Irish Cheddar Flavour [Sugar, Natural Flavourings, Salt, Onion Powder, Tomato Powder, Whole MIL Powder, Yeast Extract, Cheese Powder (Cheese Powder, Whey Powder) (MILK), Acid (Citric Aci Spices, Dried Wexford Cheddar Cheese Powder (MILK), Garlic Powder, Colour (Paprika Extract Antioxidant (Rosemary Extract)].","garlic, milk, onion, paprika, rosemary, tomato, yeast",2156.0,517.0,30.6,2.8,51.0,3.5,6.7,45g,Food,1
5011096011691,Crinkle Cut Prawn Cocktail flavour potato crisps,Hunky Dory,"Potato, Vegetable Oil (Sunflower, Rapeseed in varying proportions), Prawn Cocktail Flavour [Sugar, Natural Flavourings, Acids (Citric Acid, Malic Acid), Potassium Chloride, Salt, Yeast Extract. Yeast Powder, Onion Powder, Tomato Powder, Colour (Paprika Extract), Antioxidant (Rosemary Extract)]. May contain traces of Wheat, Barley, Milk and Soya.","cereals-containing-gluten, citric-acid, crustaceans, milk, onion, paprika, potato, rosemary, soybeans, sunflower-lecithin, tomato, yeast",2266.0,544.0,34.7,3.0,51.2,3.2,4.9,37g,Food,1
5011096011899,Fire roasted buffalo wings,O donnells,"Potatoes, Vegetable Oil (Sunflower, Rapeseed in varying proportions). Fire Roasted Buffalo Wings Flavour [Yeast Extract, Dextrose, Natural Flavourings, Sugar, Potassium Chloride Onion Powder, Salt, Chilli Powder, Spices, Starch, Garlic Powder, Acid (Citric Acid), Cumin, Oregano, Colours (Paprika Extract, Curcumin)] May contain traces of Milk. About Our Crisps Gluten Free Suitable for Vegetarians No Hydrogenated Fats MSC","cereals-containing-gluten, chili, citric-acid, cumin, garlic, milk, onion, oregano, paprika, sunflower-lecithin, yeast",2134.0,510.0,30.0,2.5,50.9,3.2,6.9,1portion,Food,0
5011096012193,Mature Cheese and Red Onion,O Donnell,"Vegetable Oil (Sunflower, Rapeseed in varying proportions), Mature Cheese & Red Onion Flavour [Onion Powder, Sugar, Cheese Powder (MILK) Salt, Yeast Powder, Butter MILK Powder, Yeast Extract, Natural Flavourings, Irish Cheddar Cheese Powder (MILK), Colour (Paprika Extract)]. T About Our Crisps Gluten Free Suitable for Vegetarians No Hydrogenated Fats No Added MSG No Artificial Colours or Flavours No GM Ingredients Source of Fibre Packaged in a Protective Atmospher Information Per","cereals-containing-gluten, milk, msg-monosodium-glutamate, onion, paprika, sunflower-lecithin, yeast",2140.0,513.0,30.3,2.9,50.2,2.9,7.5,100g,Food,0
5011100650236,Irish whole milk,Tesco,Pasteurised homogenised whole milk,milk,268.0,64.0,3.5,2.3,4.7,4.7,3.4,200ml,Food,0
5011100652841,Irish Creamery Butter,Tesco,"Butter (_Milk_), Salt (1.8%).",milk,3019.0,734.0,81.0,53.5,0.8,0.8,0.5,10g,Food,0
5011273040698,Runny Honey imp,Rowse,honey,,1377.0,329.0,0.5,0.2,81.5,80.8,0.5,100portion,Condiments & Others,0
5011371000051,Speedicook Porridge Oats,White's,Wholegrain Rolled Porridge _Oats_ (100%),cereals-containing-gluten,1480.0,355.0,4.25,0.75,61.8,0.75,12.3,1portion,Food,0
5011835102215,Golden Organic Corn Flakes,Whole Earth,"Organic Corn, Organic Raw Cane Sugar, Salt, Organic Soya Lecithin","corn-maize, lecithin, soybeans",1544.0,369.0,0.8,0.2,80.0,4.0,8.0,30gr,Health & Supplements,1
5012035950293,Golden Bears,Haribo,"FRUIT FLAVOUR GUMS/ Ingredients: Glucose syrup: sugar, gelatine, dextrose; fruit juice from concentrate: apple, strawberry, raspberry, orange. lemon, pineapple; acid: citric acid: fruit and plant concentrates: safflower, spirulina, apple, elderberry, orange, blackcurrant, kiwi, lemon, aronia, mango, passion fruit, grape; flavouring; elderberry extract; glazing agents: beeswax, carnauba wax.","apple, citric-acid, gelatin, grape, kiwi, lemon, mango, orange, pineapple, raspberry, strawberry",1435.0,343.0,0.5,0.1,77.0,46.0,6.9,25g,Food,0
5012035963866,TangfasTricks - Halloween Edition,Haribo,"oi pac store away from heat and humidity. average adulit (8 400 kl/2 000 k reference intake of always recycle where /05 possible, or bin it pp ro fizzy fruit flavour coua a ravour and swet fo 068 ft cola and sweet fon dectiose, ad's de altium dtates, odun nd plant conce trats oms with some extra malate: taram caramelsed a syrup",,1472.0,346.0,0.5,0.1,80.0,50.0,6.6,25g,Food,0
5012035972400,Haribo Starmix,Haribo,concentrate cola flavour,,1431.0,342.0,0.5,0.1,77.0,47.0,6.6,25g,Beverages,0
5012035972424,Tangfastics,Haribo,"Glucose syrup; sugar; gelatine, dextrose; acids: citric acid, malic acid; acidity regulators: calcium citrates, sodium hydrogen malate; caramelised sugar syrup; fruit and plant concentrates: apple aronia, blackcurrant, carrot, elderberry, grape, hibiscus, kiwi, lemon, mango, orange, passion fruit, safflower, spirulina; flavouring; elderberry extract; glazing agent: carnauba wax.","apple, carrot, citric-acid, gelatin, grape, kiwi, lemon, mango, orange",1448.0,346.0,0.5,0.1,80.0,50.0,6.6,100g,Food,1
5012035972455,Haribo wine gums,Haribo,glucose syrup,,1372.0,328.0,0.5,0.1,75.0,44.0,4.3,25g,Beverages,0
5012035986377,ryu,Haribo,glucose syrup,,1460.0,349.0,0.5,0.1,82.0,63.0,4.5,100g,Condiments & Others,0
5013665103134,Very Low Salt Organic Vegetable 6 Stock Cubes,"Kallo foods Ltd,kallø","Potato starch*, palm fat*, vegetables* [24%] (onion*, carrot*, leek*, celery*), glucose syrup*, yeast extract, herbs* and spices* (garlic*, lovage*, nutmeg*, oregano*, rosemary*, thyme*, parsley*, turmeric*), sea salt, lovage natural flavour. *Organic ingredient.","carrot, celery, garlic, nutmeg, onion, oregano, potato, rosemary, thyme, turmeric, yeast",39.0,9.0,0.1,0.3,0.9,0.3,0.1,10g,Food,1
5013665103530,Kallo Organic Beef Stock Cube,Kaldi,"Sea salt, potato starch*, sustainable palm fat*, vegetables* (onion*, carrot*, mushroom*), sugar, beef natural flavour, caramelized sugar*, yeast extract*, beef powder* (1.5%), beef fat* (1.2%), herbs* and spices* (parsley, black pepper*, rosemary*, garlic*, turmeric, bay*). *Organic ingredients.","beef, bell-pepper, carrot, garlic, mushrooms, onion, potato, rosemary, turmeric, yeast",29.0,7.0,0.5,0.3,0.6,0.1,0.1,5.5g,Food,1
5013665103554,Organic vegetable stock cubes,Kallo,"Sea Salt, Potato Starch, Sustainable Palm Oil, Sugar, Vegetables 6.8% (Celery, Onion, Carrot, Parsnip, Tomato) Sunflower Oil, Yeast Extract, Caramelised Sugar, Herbs and Spices (Lovage, Turmeric, Parsley, Black Pepper)","bell-pepper, carrot, celery, onion, potato, sunflower-lecithin, tomato, turmeric, yeast",27.0,,0.4,0.2,0.7,0.3,0.0,100ml,Food,1
5013665107552,Kallo very low salt organic beef stock cubes,Kallo,"Potato starch*, sustainable palm fat*,glucose syrup*, beef fat* (6.7%), vegetables* (tomato*, onion*, celery*, mushroom*), sea salt, yeast extract*, natural beef flavour, beef powder* (2%), caramelised sugar*, herbs* and spices* (black pepper*, garlic*, parsley*, turmeric*, bay*). *Organic ingredient","beef, bell-pepper, celery, garlic, mushrooms, onion, potato, tomato, turmeric, yeast",64.6,15.4,1.0,0.42,1.46,0.42,0.21,1tablet,Food,1
5013683305442,Authentic Tofu,Cauldron,"Water, _Soybeans_ 35.8%, Firming Agent (Calcium Sulphate).",soybeans,490.0,117.0,7.0,1.2,2.9,0.7,13.0,1portion,Beverages,0
5013683305466,Marinated Tofu,Cauldron,"Tofu 91%, [Soybeans*, Water, Firming Agent: Calcium Sulphate], Marinade [Water, Salt, Spices (Coriander*, Bell Pepper*, Pepper*, Ginger*, Mace* Turmeric*), Yeast Extract, Vegetables (Onion*, Garlic*), Herbs*, Citric Acid], Sunflower Oil*.","bell-pepper, citric-acid, coriander, garlic, ginger, onion, soybeans, sunflower-lecithin, turmeric, yeast",965.0,232.0,17.0,2.5,1.0,1.0,18.0,80g,Condiments & Others,0
5013683305800,Aduki Bean Melts,Cauldron,"Aduki Beans 29% Wheat Flour (contains added Calcium, Iron, Niacin& Thiamine), Spinach (9%5), mango Chutney (9%) [Water, Sugar, Mango (Mango, Sugar, Citric Acid, Preservative: Sphites), Distilled Malt Vinegar, Cornflour, Salt, Pectin, Paprika, Ginger, Cinnamon, Allipicel, Onions, Mushrooms (6%6), Vegetable Oils (Rapeseed, Sunflower), Water, Dried Potato, Curry Seasoning (2.3%) [Spices (1.2 %) (Coriander, Turmeric, Cumin, Ginger,Fennel, Cinnamon, Fenugreek, Chilli Powder, Paprika, Aniseed, Pimento), Salt, Dried Glucose Syrup, Garlic Powder, Dried Yeast, Onion Powder, Yeast Extract Oregano, Spice Extracts (Clove, Nutmeg)], Wheat Starch, Yeast Extract, Salt, Garlic Fi Pure,Yeast, Dried Red Onion, Stabiliser: Methyl Cellulose.","cereals-containing-gluten, chili, cinnamon, citric-acid, clove, coriander, cumin, garlic, ginger, mango, nutmeg, onion, oregano, paprika, potato, spinach, sunflower-lecithin, turmeric, yeast",799.0,191.0,3.7,0.4,30.0,4.4,6.7,110g,Condiments & Others,1
5014008000059,6 Vegetarian Sausage Rolls,Linda McCartney,"puff pastry (56%) [fortified wheat flour (wheat flour, calcium carbonate, iron, niacin, thiamin), water, palm oil, salt, rapeseed oil, emulsifier: mono and diglycerides of fatty acids], filling (44%) [rehydrated textured soya protein (56%), water, onion, flavouring, rapeseed oil, soya protein concentrate, stabiliser: methyl cellulose].","cereals-containing-gluten, onion, soybeans",1200.0,287.0,16.2,7.3,22.7,2.1,10.9,114g,Food,0
5014213001049,Crunchy Peanut Butter,Meridian,Roasted peanuts (whole skin on) 100%,peanuts,2536.0,606.0,47.0,6.3,16.0,5.3,26.0,1portion,Food,0
5014213001063,Smooth peanut butter,Meridian,peanuts,peanuts,2514.0,606.0,47.0,6.3,16.0,5.3,26.0,15g,Food,0
5014213711290,Crunchy Peanut Butter,"Meridian, Meridian Foods",Roasted _Peanuts_ (100%).,peanuts,2520.0,603.0,47.0,6.3,16.0,5.3,26.0,1serving,Food,0
5014213711306,Smooth Peanut Butter,Meridian,Roasted Peanuts (100%).,peanuts,2514.0,606.0,47.0,6.3,16.0,5.3,26.0,1serving,Food,0
5014491582988,Mint Collection,Bendicks,"Sugar, Cocoa Mass, Glucose Syrup, Cocoa Butter, Emulsifier: Soya Lecithin, Peppermint Oil with other natural flavour - ings, Stabiliser: Gum Arabic, Invertase, Raising Agent: Sodium Hydrogen Carbonate, Acid: Citric Acid. Dark chocolate contains cocoa solids 50% minimum. For allergens, see ingredients in bold. May also Ein Sortiment contain hazelnut, almond, peanut and other nuts. von Pfefferminzpralinen mit Zartbitterschokolade","almonds, chocolate, citric-acid, cocoa, hazelnuts, lecithin, milk, mint, peanuts, soybeans, tree-nuts",1904.0,455.0,19.6,12.2,64.2,57.8,3.1,17g,Snacks,0
50147588,Colman's Mustard,Colman's,"Water, MUSTARD flour (21%), sugar, salt, WHEAT flour (calcium carbonate, iron, niacin, thiamin), turmeric, citric acid, thickener (xanthan gum).","cereals-containing-gluten, citric-acid, mustard, turmeric, xanthan-gum",796.0,190.0,10.0,0.7,16.0,11.0,6.6,5g,Food,0
50157198,Salad Cream,Heinz,"Water, Spirit Vinegar, Rapeseed Oil (22%), Sugar, _Mustard_ Powder, Modified Cornflour, Pasteurised _Egg_ Yolks (3%), Salt, Colour-Riboflavin","eggs, mustard",1272.0,290.0,23.8,1.8,18.5,17.0,1.3,15g,Condiments & Others,0
50157815,BEANZ,Heinz,"Beans (51%), Tomatoes (31%), Water, Sugar, Modified Cornflour, Spirit Vinegar, Salt, Cornflour, Antioxidant - Ascorbic Acid, Spice Extracts, Herb Extract",ascorbic-acid-vitamin-c,356.0,85.0,0.2,0.2,13.6,4.6,5.1,200g,Condiments & Others,0
5016084000374,Nutritional Yeast Flakes,Engevita,"Dried inactive yeast (99%), Thiamine (B1), Riboflavin (B2), Niacin (B3), Pantothenic acid (B5), Pyridoxine (B6), Biotin (B7), Folic acid (B9) Cyanocobalamin (B12), Zinc sulfate.","celery, milk, mustard, soybeans, sulphur-dioxide-and-sulphites, yeast",1460.0,349.0,5.0,1.0,19.0,1.0,47.0,5g,Health & Supplements,0
5016887003060,"Linwoods cold milled flaxseed, sunflower, pumpkin & chia seeds & goji berries",Linwoods,"46% organic flaxseed, 15% organic sunflower seeds, 15% organic pumpkin seeds, 12.5% organic chia (Salvia hispanica) seeds, 10% organic sun-dried goji berries, waxy maize starch. ALLERGY ADVICE: May contain sesame seeds, mustard, nuts and soya. Suitable for vegetarian, vegan and gluten free diets.","cereals-containing-gluten, chia-seeds, corn-maize, flaxseed, mustard, sesame-seeds, soybeans, sunflower-lecithin, tree-nuts",2163.0,523.0,40.0,5.3,11.0,4.9,22.0,1portion,Health & Supplements,1
5016887003367,"Cold Milled Flaxseed, Almonds, Brazil Nuts, Walnuts & CoQ10",Linwoods,"69% flaxseed, 10% almonds, 10% brazil nuts, 10% walnuts, waxy maize starch, co-enzyme Q-10.","corn-maize, flaxseed, tree-nuts",2360.0,570.0,48.0,6.0,4.0,2.0,22.5,20g,Snacks,0
5016887004555,Linwoods Organic Whole Chia 400G,Linwoods,"Whole Organic Chia( Salvia Hispanica) seeds ALLERGY ADVICE: May contain traces of sesame seeds, nuts and soya.","chia-seeds, sesame-seeds, soybeans, tree-nuts",1782.0,426.0,27.0,4.0,7.1,0.6,24.0,15g,Health & Supplements,1
5017279450011,Luxury sushi collection,Kanikama,"Cooked Rice (72%) [Water, Japanese Rice, Jasmine Rice Vinegar, Trehalose, Sugar, Salt, Emulsifiers (Rice Bran Oil, Soy Powder)], Salmon (Fish) (10%) (Salmo salar), Cooked Prawn (5%) [Prawn (Crustacean) (Litopenaeus vannamei), Salt, Water], Soy Sauce (3%) [Soy Bean, Wheat, Salt, Water, Dextrose], Pickled Ginger (3%) [Ginger, Water, Dextrose, Monohydrate, Distilled Vinegar, Acidity Regulators (Citric Acid, Acetic Acid), Salt], Surimi (2%) [Water, Surimi [Alaska Pollock (Fish) (Gadus chalcogrammus), Sugar, Humectant (Sorbitol), Stabilisers (Triphosphate, Sodium Pyrophosphate)], Wheat Starch, Sugar, Thickener (Modified Tapioca Strach), Soybean Oil, Salt, Colour (Paprika Extract)], Cucumber (2%), Wasabi (1%) [Horseradish, Sunflower Oil, Corn Starch, Natural Cane Sugar, Salt, Acidity Regulator (Citric Acid), Green Tea], Sesame Seed, Seaweed, Carrot.","caffeine, carrot, cereals-containing-gluten, citric-acid, corn-maize, crustaceans, cucumber, fish, ginger, paprika, rice, sesame-seeds, soybeans, sunflower-lecithin",672.0,160.0,2.0,0.0,29.0,2.0,6.0,200g,Food,0
5017342006145,Garden potatoes,Wilsons,potatoe,,343.0,82.0,0.1,0.1,19.6,0.9,1.9,100g,Other,0
5018222002363,Chocolate milk,Millar Moo,"Skimmed Milk and Protein Reduced Skimmed Milk (2,5% Protein in the Milk Content), Sugar, Low Fat Cocoa Powder, Salt, Sweetener (Sodiumcyclamate, Acesulfame-K, Saccharin), Stabiliser: Carrageenan.","carrageenan, cocoa, milk",172.0,41.0,0.5,0.1,6.8,6.7,2.8,250ml,Food,0
5018297006471,Sesame Seed Bagels,New York Bakery Co,"WHEAT Flour (WHEAT Flour, Calcium Carbonate, Iron, Niacin, Thiamin). Water, SESAME Seeds (3%). Yeast, Sugar, Spirit Vinegar, Maize, Salt, Rapeseed Oil, Sweet Potato Puree, Preservative (Calcium Propionate), Malted BARLEY Flour, Cultured Dextrose, Flour Treatment Agent (Ascorbic Acid).","ascorbic-acid-vitamin-c, cereals-containing-gluten, corn-maize, potato, sesame-seeds, yeast",1110.0,266.0,3.1,0.5,48.2,3.7,9.65,1bagel,Food,0
5018374023513,Lemon Juice,Tesco,"Lemon Juice from Concentrate (Water, Concentrated Lemon Juice), Lemon Oil, Preservative (Potassium Metabisulphite).",lemon,112.0,26.0,0.1,0.1,1.7,1.4,0.3,5ml,Food,0
5018374105356,Soya Drink Sweetened,tesco,"Water, Soya Bean (9%), Concentrated Apple Extract (3%), Tricalcium Phosphate, Sea Salt, Stabiliser (Gellan Gum), Potassium lodide, Vitamin B12, Riboflavin, Vitamin D2.","apple, soybeans",184.0,44.0,1.9,0.3,3.0,2.5,3.4,250ml,Beverages,0
5018374121035,All Butter Pastry Mince Pies with Brandy & Port,Tesco,"Mincemeat (51%) (Sugar, Sultanas, Apple Pulp, Currants, Brandy, Glucose Syrup, Cornflour, Orange Peel, Apple, Glucose-Fructose Syrup, Cherry, Port, Mixed Spice, Preservatives (Acetic Acid, Potassium Sorbate), Lemon Peel, Lemon Zest, Colours (Plain Caramel, Anthocyanins), Acidity Regulator (Citric Acid), Tangerine Oil), Wheat Flour (_Wheat_ Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Butter (_Milk_) (15%), Sugar, Rice Flour, Dextrose, Salt, Raising Agents (Disodium Diphosphate, Sodium Bicarbonate).","apple, cereals-containing-gluten, cherry, citric-acid, lemon, milk, orange, rice",1622.0,386.0,14.7,10.2,58.3,36.2,4.1,62g,Food,0
5018374303608,Easy cook basmati rice,Tesco,easy cook basmati rice,rice,1640.0,393.0,3.0,0.6,81.6,0.3,8.7,1dry,Food,0
5018374314253,Pitted green olives,Tesco,"water, green olives, salt, acidity regulator (lactic acid)",,593.0,144.0,15.0,2.0,0.0,0.0,0.9,15g,Beverages,0
5018374323187,Cauliflower Cheese,Tesco,"Ingredients Semi Skimmed Milk, Cauliflower (46%), Mature Vegetarian Cheddar Cheese (Milk) (11%), Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Cornflour, Butter (Milk), Salt, Mustard Powder, White Pepper.","bell-pepper, cauliflower, cereals-containing-gluten, milk, mustard",389.0,93.0,4.8,3.4,6.2,3.3,5.7,170g,Food,0
5018374371195,salted butter,"tesco,tesco everyday value","butter ( milk ), salt (1,7%)",milk,3059.0,,82.2,52.1,0.3,0.3,0.4,10g,Food,0
5018374442215,Red Kidney Beans In Water,Tesco,"Red Kidney Beans, Water, Firming Agent (Calcium Chloride)",,468.0,111.0,0.8,0.2,13.5,0.7,7.7,120g,Beverages,0
5018374572981,White Cooking Chocolate,Tesco,"Sugar, Dried Whole _Milk_, Cocoa Butter, Emulsifier (_Soya_ Lecithins) Natural Vanilla Flavouring. _White Chocolate_ contains Milk Solids 32% minimum.","chocolate, cocoa, milk, soybeans, vanilla",2427.0,582.0,36.9,21.9,57.5,57.5,4.8,50g,Food,0
5018374928993,Scotch Lean Beef Steak Mince 5% fat,Tesco,Lean beef steak mince 5% fat.,beef,552.0,132.0,4.9,2.1,0.0,0.0,21.9,1portion,Food,0
